PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,__ParsedDate__,Year,Month,MonthName,YearMonth,Quarter,_SpendTemp_,__Delivery__,LeadDays
PO-00440,Epsilon_Group,8/20/2023,8/23/2023,Electronics,Delivered,333,60.44,58.54,8,Yes,8/20/2023,2023,8,Aug,2023-08,2023Q3,60.44,8/23/2023,3
PO-00441,Alpha_Inc,7/20/2023,8/2/2023,Electronics,Cancelled,928,69.31,67.26,20,Yes,7/20/2023,2023,7,Jul,2023-07,2023Q3,69.31,2/8/2023,-162
PO-00442,Epsilon_Group,6/1/2022,6/12/2022,MRO,Partially Delivered,1009,16.44,16.18,,Yes,1/6/2022,2022,1,Jan,2022-01,2022Q1,16.44,12/6/2022,334
PO-00443,Epsilon_Group,3/17/2023,4/3/2023,Electronics,Pending,1554,82.92,74.82,44,Yes,3/17/2023,2023,3,Mar,2023-03,2023Q1,82.92,3/4/2023,-13
PO-00444,Gamma_Co,5/11/2022,5/25/2022,Packaging,Partially Delivered,502,29.47,28.94,27,Yes,11/5/2022,2022,11,Nov,2022-11,2022Q4,29.47,5/25/2022,-164
PO-00445,Delta_Logistics,2/12/2022,2/13/2022,MRO,Delivered,1069,91.28,82.64,,Yes,12/2/2022,2022,12,Dec,2022-12,2022Q4,91.28,2/13/2022,-292
PO-00446,Alpha_Inc,11/12/2022,11/18/2022,MRO,Pending,1902,29.89,25.83,41,Yes,12/11/2022,2022,12,Dec,2022-12,2022Q4,29.89,11/18/2022,-23
PO-00447,Gamma_Co,1/9/2023,,Raw Materials,Pending,865,28.79,25.69,47,Yes,9/1/2023,2023,9,Sep,2023-09,2023Q3,28.79,,
PO-00448,Delta_Logistics,2/10/2022,2/26/2022,Packaging,Partially Delivered,708,13.36,11.61,,No,10/2/2022,2022,10,Oct,2022-10,2022Q4,13.36,2/26/2022,-218
PO-00449,Delta_Logistics,1/2/2023,1/7/2023,Packaging,Delivered,1589,55.64,48.52,,Yes,2/1/2023,2023,2,Feb,2023-02,2023Q1,55.64,7/1/2023,150
PO-00450,Alpha_Inc,8/4/2022,8/14/2022,Office Supplies,Delivered,596,62.96,61.88,9,Yes,4/8/2022,2022,4,Apr,2022-04,2022Q2,62.96,8/14/2022,128
PO-00451,Epsilon_Group,11/30/2023,12/4/2023,Office Supplies,Delivered,1265,17.66,16.97,34,Yes,11/30/2023,2023,11,Nov,2023-11,2023Q4,17.66,4/12/2023,-232
PO-00452,Beta_Supplies,9/13/2022,10/1/2022,Raw Materials,Delivered,1122,82.99,81.7,118,No,9/13/2022,2022,9,Sep,2022-09,2022Q3,82.99,1/10/2022,-246
PO-00453,Epsilon_Group,11/14/2023,12/1/2023,Office Supplies,Delivered,1585,56.38,53.05,,Yes,11/14/2023,2023,11,Nov,2023-11,2023Q4,56.38,1/12/2023,-306
PO-00454,Epsilon_Group,4/16/2022,4/27/2022,Electronics,Delivered,66,58.05,50.76,,Yes,4/16/2022,2022,4,Apr,2022-04,2022Q2,58.05,4/27/2022,11
PO-00455,Beta_Supplies,12/29/2022,1/18/2023,MRO,Delivered,1245,52.4,51.65,118,No,12/29/2022,2022,12,Dec,2022-12,2022Q4,52.4,1/18/2023,20
PO-00456,Delta_Logistics,7/28/2023,8/10/2023,Electronics,Delivered,1293,50.21,47.55,,No,7/28/2023,2023,7,Jul,2023-07,2023Q3,50.21,10/8/2023,72
PO-00457,Beta_Supplies,2/21/2023,2/27/2023,Packaging,Delivered,207,64.29,63.01,25,Yes,2/21/2023,2023,2,Feb,2023-02,2023Q1,64.29,2/27/2023,6
PO-00458,Beta_Supplies,9/28/2023,10/18/2023,Office Supplies,Delivered,526,26.37,25.32,47,Yes,9/28/2023,2023,9,Sep,2023-09,2023Q3,26.37,10/18/2023,20
PO-00459,Gamma_Co,6/8/2022,6/14/2022,Electronics,Delivered,1119,27.03,23.82,,Yes,8/6/2022,2022,8,Aug,2022-08,2022Q3,27.03,6/14/2022,-53
PO-00460,Gamma_Co,8/31/2022,9/2/2022,Packaging,Delivered,1446,90.63,84.51,77,Yes,8/31/2022,2022,8,Aug,2022-08,2022Q3,90.63,2/9/2022,-203
PO-00461,Gamma_Co,6/16/2022,6/24/2022,Office Supplies,Delivered,567,97.53,85.29,21,Yes,6/16/2022,2022,6,Jun,2022-06,2022Q2,97.53,6/24/2022,8
PO-00462,Delta_Logistics,7/1/2022,,MRO,Delivered,148,44.91,40.1,,No,1/7/2022,2022,1,Jan,2022-01,2022Q1,44.91,,
PO-00463,Beta_Supplies,2/27/2023,3/14/2023,MRO,Pending,1965,36.6,34.64,195,Yes,2/27/2023,2023,2,Feb,2023-02,2023Q1,36.6,3/14/2023,15
PO-00464,Alpha_Inc,1/26/2022,2/3/2022,Office Supplies,Pending,1818,67.96,58.98,,Yes,1/26/2022,2022,1,Jan,2022-01,2022Q1,67.96,3/2/2022,35
PO-00465,Beta_Supplies,7/3/2022,7/19/2022,MRO,Delivered,1110,48.19,45.88,112,Yes,3/7/2022,2022,3,Mar,2022-03,2022Q1,48.19,7/19/2022,134
PO-00466,Delta_Logistics,12/7/2022,,Raw Materials,Delivered,329,12.96,12.74,48,Yes,7/12/2022,2022,7,Jul,2022-07,2022Q3,12.96,,
PO-00467,Gamma_Co,2/26/2023,3/17/2023,Office Supplies,Cancelled,1422,25.62,25.18,65,Yes,2/26/2023,2023,2,Feb,2023-02,2023Q1,25.62,3/17/2023,19
PO-00468,Delta_Logistics,11/17/2023,,Raw Materials,Delivered,546,82.63,74.77,76,No,11/17/2023,2023,11,Nov,2023-11,2023Q4,82.63,,
PO-00469,Gamma_Co,9/12/2022,9/22/2022,Office Supplies,Partially Delivered,351,72.08,71.3,20,Yes,12/9/2022,2022,12,Dec,2022-12,2022Q4,72.08,9/22/2022,-78
PO-00470,Delta_Logistics,10/1/2022,10/18/2022,Raw Materials,Partially Delivered,230,13,12.81,,No,1/10/2022,2022,1,Jan,2022-01,2022Q1,13,10/18/2022,281
PO-00471,Alpha_Inc,6/13/2022,6/19/2022,MRO,Delivered,656,30.73,26.26,17,Yes,6/13/2022,2022,6,Jun,2022-06,2022Q2,30.73,6/19/2022,6
PO-00472,Gamma_Co,12/20/2023,1/9/2024,MRO,Delivered,1172,34.34,32.09,69,Yes,12/20/2023,2023,12,Dec,2023-12,2023Q4,34.34,9/1/2024,256
PO-00473,Gamma_Co,4/21/2022,4/30/2022,Electronics,Delivered,749,71.53,70.02,41,Yes,4/21/2022,2022,4,Apr,2022-04,2022Q2,71.53,4/30/2022,9
PO-00474,Beta_Supplies,1/27/2023,2/12/2023,Packaging,Delivered,1042,12.48,12.3,88,Yes,1/27/2023,2023,1,Jan,2023-01,2023Q1,12.48,12/2/2023,309
PO-00475,Delta_Logistics,2/9/2022,2/27/2022,Raw Materials,Delivered,1189,19.47,17.15,,No,9/2/2022,2022,9,Sep,2022-09,2022Q3,19.47,2/27/2022,-187
PO-00476,Epsilon_Group,4/27/2023,,Office Supplies,Delivered,240,88.14,81.9,4,Yes,4/27/2023,2023,4,Apr,2023-04,2023Q2,88.14,,
PO-00477,Epsilon_Group,8/16/2022,9/2/2022,MRO,Delivered,302,26.98,26.47,9,Yes,8/16/2022,2022,8,Aug,2022-08,2022Q3,26.98,2/9/2022,-188
PO-00478,Beta_Supplies,7/24/2022,8/3/2022,MRO,Pending,1030,70.81,61.58,,No,7/24/2022,2022,7,Jul,2022-07,2022Q3,70.81,3/8/2022,-138
PO-00479,Delta_Logistics,4/17/2023,4/23/2023,Office Supplies,Delivered,977,33.79,32.25,137,Yes,4/17/2023,2023,4,Apr,2023-04,2023Q2,33.79,4/23/2023,6
PO-00480,Alpha_Inc,12/25/2022,1/11/2023,Packaging,Delivered,1234,19.99,17.66,25,Yes,12/25/2022,2022,12,Dec,2022-12,2022Q4,19.99,11/1/2023,311
PO-00481,Beta_Supplies,11/9/2022,11/23/2022,Office Supplies,Delivered,1329,33.48,33.06,146,Yes,9/11/2022,2022,9,Sep,2022-09,2022Q3,33.48,11/23/2022,73
PO-00482,Gamma_Co,8/22/2022,8/30/2022,Raw Materials,Delivered,1396,77.63,67.81,58,Yes,8/22/2022,2022,8,Aug,2022-08,2022Q3,77.63,8/30/2022,8
PO-00483,Alpha_Inc,8/17/2022,8/29/2022,Raw Materials,Delivered,177,90.06,87.71,7,Yes,8/17/2022,2022,8,Aug,2022-08,2022Q3,90.06,8/29/2022,12
PO-00484,Delta_Logistics,1/25/2022,,Electronics,Delivered,67,84.72,73.06,9,Yes,1/25/2022,2022,1,Jan,2022-01,2022Q1,84.72,,
PO-00485,Gamma_Co,11/7/2023,11/20/2023,Office Supplies,Delivered,1866,50.78,48.2,96,Yes,7/11/2023,2023,7,Jul,2023-07,2023Q3,50.78,11/20/2023,132
PO-00486,Epsilon_Group,7/17/2022,7/25/2022,MRO,Delivered,1808,72.23,67.86,53,Yes,7/17/2022,2022,7,Jul,2022-07,2022Q3,72.23,7/25/2022,8
PO-00487,Delta_Logistics,2/13/2023,2/16/2023,Electronics,Cancelled,615,30.3,29.52,96,Yes,2/13/2023,2023,2,Feb,2023-02,2023Q1,30.3,2/16/2023,3
PO-00488,Gamma_Co,12/3/2022,12/4/2022,Office Supplies,Pending,619,38.38,35.02,34,Yes,3/12/2022,2022,3,Mar,2022-03,2022Q1,38.38,4/12/2022,31
PO-00489,Delta_Logistics,10/13/2022,10/17/2022,Office Supplies,Delivered,1396,94.75,84.06,210,Yes,10/13/2022,2022,10,Oct,2022-10,2022Q4,94.75,10/17/2022,4
PO-00490,Gamma_Co,3/13/2022,3/24/2022,MRO,Delivered,1945,11.28,9.98,94,Yes,3/13/2022,2022,3,Mar,2022-03,2022Q1,11.28,3/24/2022,11
PO-00491,Delta_Logistics,10/13/2022,10/18/2022,Packaging,Delivered,735,18.49,15.89,113,No,10/13/2022,2022,10,Oct,2022-10,2022Q4,18.49,10/18/2022,5
PO-00492,Epsilon_Group,12/26/2022,1/11/2023,Office Supplies,Pending,1865,30.29,26.83,56,Yes,12/26/2022,2022,12,Dec,2022-12,2022Q4,30.29,11/1/2023,310
PO-00493,Beta_Supplies,10/19/2023,10/24/2023,Electronics,Cancelled,675,13.69,11.84,52,Yes,10/19/2023,2023,10,Oct,2023-10,2023Q4,13.69,10/24/2023,5
PO-00494,Gamma_Co,6/6/2023,6/22/2023,MRO,Pending,1361,28.57,24.29,65,Yes,6/6/2023,2023,6,Jun,2023-06,2023Q2,28.57,6/22/2023,16
PO-00495,Gamma_Co,2/14/2023,2/15/2023,Raw Materials,Delivered,903,66.53,60.15,29,Yes,2/14/2023,2023,2,Feb,2023-02,2023Q1,66.53,2/15/2023,1
PO-00496,Epsilon_Group,11/27/2023,,Packaging,Cancelled,1736,53.2,50.68,48,Yes,11/27/2023,2023,11,Nov,2023-11,2023Q4,53.2,,
PO-00497,Beta_Supplies,7/4/2023,7/11/2023,MRO,Delivered,1011,98.47,97.06,91,Yes,4/7/2023,2023,4,Apr,2023-04,2023Q2,98.47,11/7/2023,214
PO-00498,Delta_Logistics,12/6/2022,12/24/2022,Electronics,Delivered,1712,88.17,85.86,246,Yes,6/12/2022,2022,6,Jun,2022-06,2022Q2,88.17,12/24/2022,195
PO-00499,Gamma_Co,1/29/2022,,Office Supplies,Delivered,204,40.76,37.46,10,Yes,1/29/2022,2022,1,Jan,2022-01,2022Q1,40.76,,
PO-00500,Beta_Supplies,4/29/2022,5/13/2022,Electronics,Partially Delivered,539,33.85,30.57,34,No,4/29/2022,2022,4,Apr,2022-04,2022Q2,33.85,5/13/2022,14
PO-00501,Delta_Logistics,9/25/2022,10/5/2022,Office Supplies,Delivered,1459,45.94,42.56,212,No,9/25/2022,2022,9,Sep,2022-09,2022Q3,45.94,5/10/2022,-138
PO-00502,Gamma_Co,7/2/2022,7/6/2022,MRO,Delivered,834,65.02,56.19,,Yes,2/7/2022,2022,2,Feb,2022-02,2022Q1,65.02,6/7/2022,120
PO-00503,Gamma_Co,8/18/2023,9/1/2023,Packaging,Partially Delivered,1177,37.37,34.27,60,Yes,8/18/2023,2023,8,Aug,2023-08,2023Q3,37.37,1/9/2023,-221
PO-00504,Delta_Logistics,9/29/2022,10/19/2022,MRO,Delivered,1466,68.82,66.82,211,Yes,9/29/2022,2022,9,Sep,2022-09,2022Q3,68.82,10/19/2022,20
PO-00505,Epsilon_Group,2/9/2022,2/13/2022,Electronics,Delivered,1884,47.08,44.31,54,Yes,9/2/2022,2022,9,Sep,2022-09,2022Q3,47.08,2/13/2022,-201
PO-00506,Beta_Supplies,4/22/2022,5/8/2022,Electronics,Delivered,295,60.58,57.32,31,Yes,4/22/2022,2022,4,Apr,2022-04,2022Q2,60.58,8/5/2022,105
PO-00507,Gamma_Co,9/3/2023,9/4/2023,Raw Materials,Delivered,1249,54.18,47.29,59,Yes,3/9/2023,2023,3,Mar,2023-03,2023Q1,54.18,4/9/2023,31
PO-00508,Delta_Logistics,3/21/2023,4/9/2023,Raw Materials,Delivered,1112,39.06,33.6,184,No,3/21/2023,2023,3,Mar,2023-03,2023Q1,39.06,9/4/2023,167
PO-00509,Gamma_Co,12/20/2022,12/25/2022,Office Supplies,Delivered,1550,100.61,97.43,66,Yes,12/20/2022,2022,12,Dec,2022-12,2022Q4,100.61,12/25/2022,5
PO-00510,Delta_Logistics,11/18/2022,11/19/2022,Electronics,Delivered,1755,82.66,73.67,258,No,11/18/2022,2022,11,Nov,2022-11,2022Q4,82.66,11/19/2022,1
PO-00511,Gamma_Co,3/23/2023,3/31/2023,Raw Materials,Delivered,808,24.19,21.64,39,Yes,3/23/2023,2023,3,Mar,2023-03,2023Q1,24.19,3/31/2023,8
PO-00512,Alpha_Inc,9/13/2023,9/19/2023,Raw Materials,Partially Delivered,587,96.98,95.35,14,Yes,9/13/2023,2023,9,Sep,2023-09,2023Q3,96.98,9/19/2023,6
PO-00513,Epsilon_Group,6/8/2023,6/11/2023,MRO,Delivered,1940,58.45,50.29,54,Yes,8/6/2023,2023,8,Aug,2023-08,2023Q3,58.45,11/6/2023,92
PO-00514,Beta_Supplies,4/29/2022,5/11/2022,Office Supplies,Cancelled,1891,91.87,80.28,158,Yes,4/29/2022,2022,4,Apr,2022-04,2022Q2,91.87,11/5/2022,190
PO-00515,Epsilon_Group,1/30/2023,2/16/2023,Packaging,Delivered,970,86.91,78.44,18,Yes,1/30/2023,2023,1,Jan,2023-01,2023Q1,86.91,2/16/2023,17
PO-00516,Epsilon_Group,8/14/2023,8/31/2023,MRO,Delivered,457,52.85,50.34,16,Yes,8/14/2023,2023,8,Aug,2023-08,2023Q3,52.85,8/31/2023,17
PO-00517,Beta_Supplies,7/14/2022,7/27/2022,Office Supplies,Cancelled,574,12.38,11.47,,No,7/14/2022,2022,7,Jul,2022-07,2022Q3,12.38,7/27/2022,13
PO-00518,Epsilon_Group,9/18/2022,9/20/2022,Office Supplies,Delivered,877,35.55,34.69,24,Yes,9/18/2022,2022,9,Sep,2022-09,2022Q3,35.55,9/20/2022,2
PO-00519,Alpha_Inc,2/15/2022,2/27/2022,MRO,Delivered,1579,59.04,50.95,29,Yes,2/15/2022,2022,2,Feb,2022-02,2022Q1,59.04,2/27/2022,12
PO-00520,Delta_Logistics,12/27/2023,12/28/2023,Raw Materials,Delivered,952,74.72,69.73,,Yes,12/27/2023,2023,12,Dec,2023-12,2023Q4,74.72,12/28/2023,1
PO-00521,Beta_Supplies,3/23/2023,3/26/2023,Raw Materials,Pending,1898,35.53,33.25,187,Yes,3/23/2023,2023,3,Mar,2023-03,2023Q1,35.53,3/26/2023,3
PO-00522,Delta_Logistics,1/2/2022,1/6/2022,Packaging,Delivered,85,22.54,20.68,6,Yes,2/1/2022,2022,2,Feb,2022-02,2022Q1,22.54,6/1/2022,120
PO-00523,Gamma_Co,6/17/2023,6/28/2023,Packaging,Pending,734,92.38,78.92,34,No,6/17/2023,2023,6,Jun,2023-06,2023Q2,92.38,6/28/2023,11
PO-00524,Alpha_Inc,7/6/2023,7/18/2023,Office Supplies,Delivered,69,107.47,105.53,,Yes,6/7/2023,2023,6,Jun,2023-06,2023Q2,107.47,7/18/2023,41
PO-00525,Delta_Logistics,12/5/2023,12/11/2023,Packaging,Delivered,370,63.9,55.79,59,Yes,5/12/2023,2023,5,May,2023-05,2023Q2,63.9,11/12/2023,184
PO-00526,Delta_Logistics,11/18/2023,12/3/2023,MRO,Delivered,1849,28.25,27.53,271,Yes,11/18/2023,2023,11,Nov,2023-11,2023Q4,28.25,3/12/2023,-251
PO-00527,Beta_Supplies,7/21/2022,,Packaging,Delivered,561,35.54,30.99,68,No,7/21/2022,2022,7,Jul,2022-07,2022Q3,35.54,,
PO-00528,Gamma_Co,1/8/2023,1/14/2023,Electronics,Delivered,449,12.35,10.67,29,Yes,8/1/2023,2023,8,Aug,2023-08,2023Q3,12.35,1/14/2023,-199
PO-00529,Beta_Supplies,3/18/2023,3/21/2023,Office Supplies,Delivered,703,98.75,86.78,59,Yes,3/18/2023,2023,3,Mar,2023-03,2023Q1,98.75,3/21/2023,3
PO-00530,Gamma_Co,3/13/2022,3/28/2022,Electronics,Delivered,1021,20.8,18.23,37,Yes,3/13/2022,2022,3,Mar,2022-03,2022Q1,20.8,3/28/2022,15
PO-00531,Beta_Supplies,11/12/2023,11/19/2023,Office Supplies,Delivered,1956,68.69,65.09,,Yes,12/11/2023,2023,12,Dec,2023-12,2023Q4,68.69,11/19/2023,-22
PO-00532,Delta_Logistics,12/5/2022,12/12/2022,Office Supplies,Partially Delivered,520,36.57,34.78,67,No,5/12/2022,2022,5,May,2022-05,2022Q2,36.57,12/12/2022,214
PO-00533,Delta_Logistics,10/1/2023,10/12/2023,MRO,Delivered,1216,66.16,63,179,No,1/10/2023,2023,1,Jan,2023-01,2023Q1,66.16,12/10/2023,334
PO-00534,Alpha_Inc,11/18/2022,,Raw Materials,Delivered,1165,72.06,63.93,,Yes,11/18/2022,2022,11,Nov,2022-11,2022Q4,72.06,,
PO-00535,Delta_Logistics,11/11/2023,11/29/2023,Packaging,Pending,1427,93.99,83.6,213,Yes,11/11/2023,2023,11,Nov,2023-11,2023Q4,93.99,11/29/2023,18
PO-00536,Epsilon_Group,5/8/2022,5/10/2022,Electronics,Delivered,883,29.15,25.75,14,Yes,8/5/2022,2022,8,Aug,2022-08,2022Q3,29.15,10/5/2022,61
PO-00537,Delta_Logistics,11/4/2022,11/11/2022,Packaging,Partially Delivered,1873,11.54,9.89,284,No,4/11/2022,2022,4,Apr,2022-04,2022Q2,11.54,11/11/2022,214
PO-00538,Epsilon_Group,6/4/2023,6/6/2023,Office Supplies,Delivered,776,24.22,22.53,27,Yes,4/6/2023,2023,4,Apr,2023-04,2023Q2,24.22,6/6/2023,61
PO-00539,Delta_Logistics,11/13/2022,11/24/2022,Electronics,Delivered,903,95.55,92.45,149,No,11/13/2022,2022,11,Nov,2022-11,2022Q4,95.55,11/24/2022,11
PO-00540,Epsilon_Group,11/14/2023,11/26/2023,Electronics,Delivered,100,98.4,85.76,3,Yes,11/14/2023,2023,11,Nov,2023-11,2023Q4,98.4,11/26/2023,12
PO-00541,Epsilon_Group,2/23/2023,3/8/2023,Office Supplies,Delivered,1738,67.91,61.15,,Yes,2/23/2023,2023,2,Feb,2023-02,2023Q1,67.91,8/3/2023,161
PO-00542,Delta_Logistics,12/1/2022,12/14/2022,Packaging,Delivered,1771,67.57,61.48,280,No,1/12/2022,2022,1,Jan,2022-01,2022Q1,67.57,12/14/2022,336
PO-00543,Epsilon_Group,2/17/2023,2/23/2023,Electronics,Delivered,624,74.39,66.3,18,No,2/17/2023,2023,2,Feb,2023-02,2023Q1,74.39,2/23/2023,6
PO-00544,Alpha_Inc,12/15/2023,12/31/2023,Packaging,Partially Delivered,1263,28.75,27.1,26,Yes,12/15/2023,2023,12,Dec,2023-12,2023Q4,28.75,12/31/2023,16
PO-00545,Gamma_Co,10/30/2022,11/16/2022,Electronics,Cancelled,1198,96.45,90.09,,Yes,10/30/2022,2022,10,Oct,2022-10,2022Q4,96.45,11/16/2022,17
PO-00546,Epsilon_Group,7/22/2023,7/25/2023,Raw Materials,Delivered,199,51.98,45.64,,No,7/22/2023,2023,7,Jul,2023-07,2023Q3,51.98,7/25/2023,3
PO-00547,Epsilon_Group,5/11/2022,5/14/2022,MRO,Pending,363,45.37,38.73,,Yes,11/5/2022,2022,11,Nov,2022-11,2022Q4,45.37,5/14/2022,-175
PO-00548,Alpha_Inc,7/16/2022,7/22/2022,Office Supplies,Delivered,619,58.4,51.04,,Yes,7/16/2022,2022,7,Jul,2022-07,2022Q3,58.4,7/22/2022,6
PO-00549,Alpha_Inc,3/7/2023,3/18/2023,MRO,Delivered,1415,15.22,13.56,30,Yes,7/3/2023,2023,7,Jul,2023-07,2023Q3,15.22,3/18/2023,-107
PO-00550,Beta_Supplies,11/12/2023,11/23/2023,Packaging,Delivered,354,27.71,23.87,39,No,12/11/2023,2023,12,Dec,2023-12,2023Q4,27.71,11/23/2023,-18
PO-00551,Gamma_Co,1/24/2023,2/3/2023,MRO,Delivered,1765,81.01,78.43,78,Yes,1/24/2023,2023,1,Jan,2023-01,2023Q1,81.01,3/2/2023,37
PO-00552,Beta_Supplies,11/25/2023,12/9/2023,MRO,Delivered,731,19.37,17.3,69,No,11/25/2023,2023,11,Nov,2023-11,2023Q4,19.37,9/12/2023,-74
PO-00553,Epsilon_Group,6/28/2022,7/13/2022,MRO,Delivered,887,65.89,59.67,29,Yes,6/28/2022,2022,6,Jun,2022-06,2022Q2,65.89,7/13/2022,15
PO-00554,Alpha_Inc,9/23/2023,9/25/2023,MRO,Delivered,1856,35.29,32.41,26,Yes,9/23/2023,2023,9,Sep,2023-09,2023Q3,35.29,9/25/2023,2
PO-00555,Epsilon_Group,8/6/2023,8/18/2023,Office Supplies,Delivered,1127,49.32,46.49,30,Yes,6/8/2023,2023,6,Jun,2023-06,2023Q2,49.32,8/18/2023,71
PO-00556,Delta_Logistics,11/5/2022,11/19/2022,Raw Materials,Delivered,1052,37.78,32.6,162,Yes,5/11/2022,2022,5,May,2022-05,2022Q2,37.78,11/19/2022,192
PO-00557,Gamma_Co,2/20/2023,2/22/2023,Raw Materials,Delivered,493,44.74,41.44,24,No,2/20/2023,2023,2,Feb,2023-02,2023Q1,44.74,2/22/2023,2
PO-00558,Delta_Logistics,7/16/2023,7/29/2023,MRO,Partially Delivered,662,81.44,71.33,87,Yes,7/16/2023,2023,7,Jul,2023-07,2023Q3,81.44,7/29/2023,13
PO-00559,Alpha_Inc,1/1/2022,1/7/2022,Raw Materials,Delivered,1042,36.74,35.78,33,Yes,1/1/2022,2022,1,Jan,2022-01,2022Q1,36.74,7/1/2022,181
PO-00560,Alpha_Inc,11/8/2022,,Raw Materials,Delivered,313,64.03,57.74,1,Yes,8/11/2022,2022,8,Aug,2022-08,2022Q3,64.03,,
PO-00561,Alpha_Inc,10/21/2022,11/10/2022,Office Supplies,Delivered,1126,55.22,50.38,,Yes,10/21/2022,2022,10,Oct,2022-10,2022Q4,55.22,10/11/2022,-10
PO-00562,Gamma_Co,8/4/2022,8/19/2022,MRO,Delivered,1645,72.17,64,79,Yes,4/8/2022,2022,4,Apr,2022-04,2022Q2,72.17,8/19/2022,133
PO-00563,Beta_Supplies,3/17/2023,3/20/2023,Packaging,Delivered,1053,100.92,92.35,104,Yes,3/17/2023,2023,3,Mar,2023-03,2023Q1,100.92,3/20/2023,3
PO-00564,Epsilon_Group,8/17/2023,8/29/2023,MRO,Delivered,1693,83.14,73.3,62,Yes,8/17/2023,2023,8,Aug,2023-08,2023Q3,83.14,8/29/2023,12
PO-00565,Epsilon_Group,9/14/2023,10/3/2023,Raw Materials,Pending,54,32.28,28.65,3,Yes,9/14/2023,2023,9,Sep,2023-09,2023Q3,32.28,3/10/2023,-188
PO-00566,Epsilon_Group,11/2/2023,11/7/2023,Packaging,Delivered,1176,14.22,12.21,33,Yes,2/11/2023,2023,2,Feb,2023-02,2023Q1,14.22,7/11/2023,150
PO-00567,Epsilon_Group,11/26/2022,12/8/2022,Raw Materials,Delivered,1269,35.28,33.7,35,Yes,11/26/2022,2022,11,Nov,2022-11,2022Q4,35.28,8/12/2022,-106
PO-00568,Epsilon_Group,4/22/2023,4/25/2023,Raw Materials,Delivered,823,68.32,64.46,19,Yes,4/22/2023,2023,4,Apr,2023-04,2023Q2,68.32,4/25/2023,3
PO-00569,Beta_Supplies,3/29/2023,4/15/2023,Electronics,Delivered,926,15.65,13.49,94,No,3/29/2023,2023,3,Mar,2023-03,2023Q1,15.65,4/15/2023,17
PO-00570,Delta_Logistics,3/29/2023,4/9/2023,Electronics,Cancelled,1041,58.5,52.54,170,No,3/29/2023,2023,3,Mar,2023-03,2023Q1,58.5,9/4/2023,159
PO-00571,Gamma_Co,11/23/2023,12/1/2023,Electronics,Pending,933,70.72,65.47,42,Yes,11/23/2023,2023,11,Nov,2023-11,2023Q4,70.72,1/12/2023,-315
PO-00572,Delta_Logistics,8/7/2022,,Raw Materials,Delivered,1423,41.48,40.9,199,Yes,7/8/2022,2022,7,Jul,2022-07,2022Q3,41.48,,
PO-00573,Delta_Logistics,6/8/2023,6/14/2023,MRO,Delivered,96,86.13,80.32,12,No,8/6/2023,2023,8,Aug,2023-08,2023Q3,86.13,6/14/2023,-53
PO-00574,Epsilon_Group,4/30/2023,5/13/2023,MRO,Delivered,916,21.06,19.53,25,Yes,4/30/2023,2023,4,Apr,2023-04,2023Q2,21.06,5/13/2023,13
PO-00575,Epsilon_Group,6/23/2022,,Raw Materials,Delivered,872,17.18,16.63,20,Yes,6/23/2022,2022,6,Jun,2022-06,2022Q2,17.18,,
PO-00576,Beta_Supplies,11/6/2023,11/15/2023,Electronics,Delivered,985,83.85,80.88,,No,6/11/2023,2023,6,Jun,2023-06,2023Q2,83.85,11/15/2023,157
PO-00577,Gamma_Co,3/28/2022,4/4/2022,Raw Materials,Delivered,1893,55.14,50.1,98,Yes,3/28/2022,2022,3,Mar,2022-03,2022Q1,55.14,4/4/2022,7
PO-00578,Alpha_Inc,10/18/2022,,MRO,Delivered,705,75.19,69.55,19,Yes,10/18/2022,2022,10,Oct,2022-10,2022Q4,75.19,,
PO-00579,Delta_Logistics,6/12/2023,6/28/2023,MRO,Delivered,318,53.31,51.78,,No,12/6/2023,2023,12,Dec,2023-12,2023Q4,53.31,6/28/2023,-161
PO-00580,Alpha_Inc,11/11/2023,11/16/2023,Office Supplies,Pending,419,35.72,32.74,7,Yes,11/11/2023,2023,11,Nov,2023-11,2023Q4,35.72,11/16/2023,5
PO-00581,Gamma_Co,10/11/2023,10/26/2023,MRO,Delivered,685,92.51,90.05,38,Yes,11/10/2023,2023,11,Nov,2023-11,2023Q4,92.51,10/26/2023,-15
PO-00582,Delta_Logistics,9/27/2023,10/12/2023,Office Supplies,Partially Delivered,1179,90.14,82.63,194,Yes,9/27/2023,2023,9,Sep,2023-09,2023Q3,90.14,12/10/2023,74
PO-00583,Alpha_Inc,12/10/2022,,Raw Materials,Delivered,1743,76.51,65.88,40,Yes,10/12/2022,2022,10,Oct,2022-10,2022Q4,76.51,,
PO-00584,Alpha_Inc,4/6/2022,4/17/2022,MRO,Delivered,1732,35.01,34.18,40,Yes,6/4/2022,2022,6,Jun,2022-06,2022Q2,35.01,4/17/2022,-48
PO-00585,Beta_Supplies,8/29/2022,9/1/2022,Office Supplies,Delivered,706,65.33,62.06,60,No,8/29/2022,2022,8,Aug,2022-08,2022Q3,65.33,1/9/2022,-232
PO-00586,Gamma_Co,11/20/2023,11/30/2023,MRO,Cancelled,169,47.16,43.4,,Yes,11/20/2023,2023,11,Nov,2023-11,2023Q4,47.16,11/30/2023,10
